,Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Credit risk,Number of Accounts
907,0_to_200_dm,36,existing_credits_paid_back_till_now,education,3711,unknown_or_no_savings_account,1_4_years,2,male_married_widowed,none,2,car_or_other,27,none,own,1,skilled_employee,1,none,yes,0,1
908,no_checking_account,15,delay_in_past,car_used,3594,less_than_100_dm,0_1_year,1,female_divorced_separated_married,none,2,savings_agreement_life_insurance,46,none,own,2,unskilled_resident,1,none,yes,0,1
909,0_to_200_dm,9,existing_credits_paid_back_till_now,car_new,3195,unknown_or_no_savings_account,1_4_years,1,female_divorced_separated_married,none,2,real_estate,33,none,own,1,unskilled_resident,1,none,yes,0,1
910,no_checking_account,36,delay_in_past,radio_television,4454,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,4,real_estate,34,none,own,2,skilled_employee,1,none,yes,0,1
911,0_to_200_dm,24,critical_account,furniture_equipment,4736,less_than_100_dm,0_1_year,2,female_divorced_separated_married,none,4,car_or_other,25,bank,own,1,unskilled_resident,1,none,yes,1,2
912,0_to_200_dm,30,existing_credits_paid_back_till_now,radio_television,2991,unknown_or_no_savings_account,7_more_years,2,female_divorced_separated_married,none,4,car_or_other,25,none,own,1,skilled_employee,1,none,yes,0,1
913,no_checking_account,11,existing_credits_paid_back_till_now,business,2142,greater_than_1000_dm,7_more_years,1,male_divorced_separated,none,2,real_estate,28,none,own,1,skilled_employee,1,yes,yes,0,1
914,less_than_0_dm,24,all_credits_paid_back,business,3161,less_than_100_dm,1_4_years,4,male_single,none,2,savings_agreement_life_insurance,31,none,rent,1,skilled_employee,1,yes,yes,1,2
915,0_to_200_dm,48,no_credits_taken,others,18424,less_than_100_dm,1_4_years,1,female_divorced_separated_married,none,2,savings_agreement_life_insurance,32,bank,own,1,management_self_employed_highly_qualified,1,yes,no,1,2
916,no_checking_account,10,existing_credits_paid_back_till_now,car_used,2848,100_to_500_dm,1_4_years,1,male_single,co_applicant,2,real_estate,32,none,own,1,skilled_employee,2,none,yes,0,1
917,less_than_0_dm,6,existing_credits_paid_back_till_now,car_new,14896,less_than_100_dm,7_more_years,1,male_single,none,4,unknown_or_no_property,68,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,1,2
918,less_than_0_dm,24,existing_credits_paid_back_till_now,furniture_equipment,2359,100_to_500_dm,unemployed,1,male_divorced_separated,none,1,savings_agreement_life_insurance,33,none,own,1,skilled_employee,1,none,yes,1,2
919,less_than_0_dm,24,existing_credits_paid_back_till_now,furniture_equipment,3345,less_than_100_dm,7_more_years,4,male_single,none,2,savings_agreement_life_insurance,39,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,1,2
920,no_checking_account,18,critical_account,furniture_equipment,1817,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,2,unknown_or_no_property,28,none,own,2,skilled_employee,1,none,yes,0,1
921,no_checking_account,48,delay_in_past,radio_television,12749,500_to_1000_dm,4_7_years,4,male_single,none,1,car_or_other,37,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
922,less_than_0_dm,9,existing_credits_paid_back_till_now,radio_television,1366,less_than_100_dm,0_1_year,3,female_divorced_separated_married,none,4,savings_agreement_life_insurance,22,none,rent,1,skilled_employee,1,none,yes,1,2
923,0_to_200_dm,12,existing_credits_paid_back_till_now,car_new,2002,less_than_100_dm,4_7_years,3,male_single,none,4,savings_agreement_life_insurance,30,none,rent,1,skilled_employee,2,yes,yes,0,1
924,less_than_0_dm,24,all_credits_paid_back,furniture_equipment,6872,less_than_100_dm,0_1_year,2,male_divorced_separated,none,1,savings_agreement_life_insurance,55,bank,own,1,skilled_employee,1,yes,yes,1,2
925,less_than_0_dm,12,all_credits_paid_back,car_new,697,less_than_100_dm,0_1_year,4,male_single,none,2,car_or_other,46,bank,own,2,skilled_employee,1,yes,yes,1,2
926,less_than_0_dm,18,critical_account,furniture_equipment,1049,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,4,savings_agreement_life_insurance,21,none,rent,1,skilled_employee,1,none,yes,0,1
927,less_than_0_dm,48,existing_credits_paid_back_till_now,car_used,10297,less_than_100_dm,4_7_years,4,male_single,none,4,unknown_or_no_property,39,stores,for_free,3,skilled_employee,2,yes,yes,1,2
928,no_checking_account,30,existing_credits_paid_back_till_now,radio_television,1867,unknown_or_no_savings_account,7_more_years,4,male_single,none,4,car_or_other,58,none,own,1,skilled_employee,1,yes,yes,0,1
929,less_than_0_dm,12,delay_in_past,car_new,1344,less_than_100_dm,1_4_years,4,male_single,none,2,real_estate,43,none,own,2,unskilled_resident,2,none,yes,0,1
930,less_than_0_dm,24,existing_credits_paid_back_till_now,furniture_equipment,1747,less_than_100_dm,0_1_year,4,male_single,co_applicant,1,savings_agreement_life_insurance,24,none,own,1,unskilled_resident,1,none,no,0,1
931,0_to_200_dm,9,existing_credits_paid_back_till_now,radio_television,1670,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,2,car_or_other,22,none,own,1,skilled_employee,1,yes,yes,1,2
932,no_checking_account,9,critical_account,car_new,1224,less_than_100_dm,1_4_years,3,male_single,none,1,real_estate,30,none,own,2,skilled_employee,1,none,yes,0,1
933,no_checking_account,12,critical_account,radio_television,522,500_to_1000_dm,7_more_years,4,male_single,none,4,savings_agreement_life_insurance,42,none,own,2,skilled_employee,2,yes,yes,0,1
934,less_than_0_dm,12,existing_credits_paid_back_till_now,radio_television,1498,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,1,car_or_other,23,bank,own,1,skilled_employee,1,none,yes,0,1
935,0_to_200_dm,30,delay_in_past,radio_television,1919,100_to_500_dm,0_1_year,4,male_single,none,3,unknown_or_no_property,30,stores,own,2,management_self_employed_highly_qualified,1,none,yes,1,2
936,greater_than_200_dm,9,existing_credits_paid_back_till_now,radio_television,745,less_than_100_dm,1_4_years,3,female_divorced_separated_married,none,2,real_estate,28,none,own,1,unskilled_resident,1,none,yes,1,2
937,0_to_200_dm,6,existing_credits_paid_back_till_now,radio_television,2063,less_than_100_dm,0_1_year,4,male_married_widowed,none,3,car_or_other,30,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,0,1
938,0_to_200_dm,60,existing_credits_paid_back_till_now,education,6288,less_than_100_dm,1_4_years,4,male_single,none,4,unknown_or_no_property,42,none,for_free,1,skilled_employee,1,none,yes,1,2
939,no_checking_account,24,critical_account,car_used,6842,unknown_or_no_savings_account,1_4_years,2,male_single,none,4,savings_agreement_life_insurance,46,none,own,2,management_self_employed_highly_qualified,2,yes,yes,0,1
940,no_checking_account,12,existing_credits_paid_back_till_now,car_new,3527,unknown_or_no_savings_account,0_1_year,2,male_single,none,3,savings_agreement_life_insurance,45,none,own,1,management_self_employed_highly_qualified,2,yes,yes,0,1
941,no_checking_account,10,existing_credits_paid_back_till_now,car_new,1546,less_than_100_dm,1_4_years,3,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,2,none,no,0,1
942,no_checking_account,24,existing_credits_paid_back_till_now,furniture_equipment,929,unknown_or_no_savings_account,4_7_years,4,male_single,none,2,car_or_other,31,stores,own,1,skilled_employee,1,yes,yes,0,1
943,no_checking_account,4,critical_account,car_new,1455,less_than_100_dm,4_7_years,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,0,1
944,less_than_0_dm,15,existing_credits_paid_back_till_now,furniture_equipment,1845,less_than_100_dm,0_1_year,4,female_divorced_separated_married,guarantor,1,savings_agreement_life_insurance,46,none,rent,1,skilled_employee,1,none,yes,0,1
945,0_to_200_dm,48,no_credits_taken,car_new,8358,500_to_1000_dm,0_1_year,1,female_divorced_separated_married,none,1,car_or_other,30,none,own,2,skilled_employee,1,none,yes,0,1
946,less_than_0_dm,24,all_credits_paid_back,furniture_equipment,3349,500_to_1000_dm,0_1_year,4,male_single,none,4,unknown_or_no_property,30,none,for_free,1,skilled_employee,2,yes,yes,1,2
947,no_checking_account,12,existing_credits_paid_back_till_now,car_new,2859,unknown_or_no_savings_account,unemployed,4,male_single,none,4,unknown_or_no_property,38,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
948,no_checking_account,18,existing_credits_paid_back_till_now,furniture_equipment,1533,less_than_100_dm,0_1_year,4,male_married_widowed,co_applicant,1,savings_agreement_life_insurance,43,none,own,1,unskilled_resident,2,none,yes,1,2
949,no_checking_account,24,existing_credits_paid_back_till_now,radio_television,3621,100_to_500_dm,7_more_years,2,male_single,none,4,car_or_other,31,none,own,2,skilled_employee,1,none,yes,1,2
950,0_to_200_dm,18,critical_account,business,3590,less_than_100_dm,unemployed,3,male_married_widowed,none,3,car_or_other,40,none,own,3,unemployed_unskilled_non_resident,2,yes,yes,0,1
951,less_than_0_dm,36,delay_in_past,business,2145,less_than_100_dm,4_7_years,2,male_single,none,1,car_or_other,24,none,own,2,skilled_employee,1,yes,yes,1,2
952,0_to_200_dm,24,existing_credits_paid_back_till_now,car_used,4113,500_to_1000_dm,0_1_year,3,female_divorced_separated_married,none,4,car_or_other,28,none,rent,1,skilled_employee,1,none,yes,1,2
953,no_checking_account,36,existing_credits_paid_back_till_now,furniture_equipment,10974,less_than_100_dm,unemployed,4,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,management_self_employed_highly_qualified,1,yes,yes,1,2
954,less_than_0_dm,12,existing_credits_paid_back_till_now,car_new,1893,less_than_100_dm,1_4_years,4,female_divorced_separated_married,guarantor,4,savings_agreement_life_insurance,29,none,own,1,skilled_employee,1,yes,yes,0,1
955,less_than_0_dm,24,critical_account,radio_television,1231,greater_than_1000_dm,7_more_years,4,female_divorced_separated_married,none,4,savings_agreement_life_insurance,57,none,rent,2,management_self_employed_highly_qualified,1,yes,yes,0,1
956,greater_than_200_dm,30,critical_account,radio_television,3656,unknown_or_no_savings_account,7_more_years,4,male_single,none,4,savings_agreement_life_insurance,49,stores,own,2,unskilled_resident,1,none,yes,0,1
957,0_to_200_dm,9,critical_account,radio_television,1154,less_than_100_dm,7_more_years,2,male_single,none,4,real_estate,37,none,own,3,unskilled_resident,1,none,yes,0,1
958,less_than_0_dm,28,existing_credits_paid_back_till_now,car_new,4006,less_than_100_dm,1_4_years,3,male_single,none,2,car_or_other,45,none,own,1,unskilled_resident,1,none,yes,1,2
959,0_to_200_dm,24,existing_credits_paid_back_till_now,furniture_equipment,3069,100_to_500_dm,7_more_years,4,male_single,none,4,unknown_or_no_property,30,none,for_free,1,skilled_employee,1,none,yes,0,1
960,no_checking_account,6,critical_account,radio_television,1740,less_than_100_dm,7_more_years,2,male_married_widowed,none,2,real_estate,30,none,rent,2,skilled_employee,1,none,yes,0,1
961,0_to_200_dm,21,delay_in_past,car_new,2353,less_than_100_dm,1_4_years,1,male_divorced_separated,none,4,savings_agreement_life_insurance,47,none,own,2,skilled_employee,1,none,yes,0,1
962,no_checking_account,15,existing_credits_paid_back_till_now,car_new,3556,unknown_or_no_savings_account,1_4_years,3,male_single,none,2,unknown_or_no_property,29,none,own,1,skilled_employee,1,none,yes,0,1
963,no_checking_account,24,existing_credits_paid_back_till_now,radio_television,2397,500_to_1000_dm,7_more_years,3,male_single,none,2,car_or_other,35,bank,own,2,skilled_employee,1,yes,yes,1,2
964,0_to_200_dm,6,existing_credits_paid_back_till_now,repairs,454,less_than_100_dm,0_1_year,3,male_married_widowed,none,1,savings_agreement_life_insurance,22,none,own,1,unskilled_resident,1,none,yes,0,1
965,0_to_200_dm,30,existing_credits_paid_back_till_now,radio_television,1715,unknown_or_no_savings_account,1_4_years,4,female_divorced_separated_married,none,1,car_or_other,26,none,own,1,skilled_employee,1,none,yes,0,1
966,0_to_200_dm,27,critical_account,radio_television,2520,500_to_1000_dm,1_4_years,4,male_single,none,2,savings_agreement_life_insurance,23,none,own,2,unskilled_resident,1,none,yes,1,2
967,no_checking_account,15,existing_credits_paid_back_till_now,radio_television,3568,less_than_100_dm,7_more_years,4,female_divorced_separated_married,none,2,car_or_other,54,bank,rent,1,management_self_employed_highly_qualified,1,yes,yes,0,1
968,no_checking_account,42,existing_credits_paid_back_till_now,radio_television,7166,unknown_or_no_savings_account,4_7_years,2,male_married_widowed,none,4,savings_agreement_life_insurance,29,none,rent,1,skilled_employee,1,yes,yes,0,1
969,less_than_0_dm,11,critical_account,car_new,3939,less_than_100_dm,1_4_years,1,male_single,none,2,real_estate,40,none,own,2,unskilled_resident,2,none,yes,0,1
970,0_to_200_dm,15,existing_credits_paid_back_till_now,repairs,1514,100_to_500_dm,1_4_years,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled_employee,1,none,yes,0,1
971,no_checking_account,24,existing_credits_paid_back_till_now,car_new,7393,less_than_100_dm,1_4_years,1,male_single,none,4,savings_agreement_life_insurance,43,none,own,1,unskilled_resident,2,none,yes,0,1
972,less_than_0_dm,24,all_credits_paid_back,car_new,1193,less_than_100_dm,unemployed,1,female_divorced_separated_married,co_applicant,4,unknown_or_no_property,29,none,rent,2,unemployed_unskilled_non_resident,1,none,yes,1,2
973,less_than_0_dm,60,existing_credits_paid_back_till_now,business,7297,less_than_100_dm,7_more_years,4,male_single,co_applicant,4,unknown_or_no_property,36,none,rent,1,skilled_employee,1,none,yes,1,2
974,no_checking_account,30,critical_account,radio_television,2831,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,2,car_or_other,33,none,own,1,skilled_employee,1,yes,yes,0,1
975,greater_than_200_dm,24,existing_credits_paid_back_till_now,radio_television,1258,500_to_1000_dm,1_4_years,3,female_divorced_separated_married,none,3,car_or_other,57,none,own,1,unskilled_resident,1,none,yes,0,1
976,0_to_200_dm,6,existing_credits_paid_back_till_now,radio_television,753,less_than_100_dm,1_4_years,2,female_divorced_separated_married,guarantor,3,real_estate,64,none,own,1,skilled_employee,1,none,yes,0,1
977,0_to_200_dm,18,delay_in_past,business,2427,unknown_or_no_savings_account,7_more_years,4,male_single,none,2,savings_agreement_life_insurance,42,none,own,2,skilled_employee,1,none,yes,0,1
978,no_checking_account,24,delay_in_past,car_new,2538,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,47,none,own,2,unskilled_resident,2,none,yes,1,2
979,0_to_200_dm,15,all_credits_paid_back,car_new,1264,100_to_500_dm,1_4_years,2,male_married_widowed,none,2,savings_agreement_life_insurance,25,none,rent,1,skilled_employee,1,none,yes,1,2
980,0_to_200_dm,30,critical_account,furniture_equipment,8386,less_than_100_dm,4_7_years,2,male_single,none,2,savings_agreement_life_insurance,49,none,own,1,skilled_employee,1,none,yes,1,2
981,no_checking_account,48,existing_credits_paid_back_till_now,business,4844,less_than_100_dm,unemployed,3,male_single,none,2,car_or_other,33,bank,rent,1,management_self_employed_highly_qualified,1,yes,yes,1,2
982,greater_than_200_dm,21,existing_credits_paid_back_till_now,car_new,2923,100_to_500_dm,1_4_years,1,female_divorced_separated_married,none,1,car_or_other,28,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
983,less_than_0_dm,36,existing_credits_paid_back_till_now,car_used,8229,less_than_100_dm,1_4_years,2,male_single,none,2,savings_agreement_life_insurance,26,none,own,1,skilled_employee,2,none,yes,1,2
984,no_checking_account,24,critical_account,furniture_equipment,2028,less_than_100_dm,4_7_years,2,male_single,none,2,savings_agreement_life_insurance,30,none,own,2,unskilled_resident,1,none,yes,0,1
985,less_than_0_dm,15,critical_account,furniture_equipment,1433,less_than_100_dm,1_4_years,4,female_divorced_separated_married,none,3,savings_agreement_life_insurance,25,none,rent,2,skilled_employee,1,none,yes,0,1
986,greater_than_200_dm,42,no_credits_taken,business,6289,less_than_100_dm,0_1_year,2,male_divorced_separated,none,1,savings_agreement_life_insurance,33,none,own,2,skilled_employee,1,none,yes,0,1
987,no_checking_account,13,existing_credits_paid_back_till_now,radio_television,1409,100_to_500_dm,unemployed,2,female_divorced_separated_married,none,4,real_estate,64,none,own,1,skilled_employee,1,none,yes,0,1
988,less_than_0_dm,24,existing_credits_paid_back_till_now,car_used,6579,less_than_100_dm,unemployed,4,male_single,none,2,unknown_or_no_property,29,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,0,1
